ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[217  31  24  42],0.7556818181818181,0.7378787017563804,0.8248407643312102,0.8320876028791128,0.7556818181818181,0.8248407643312102,0.8248407643312102,0.827997552721763,0.7459210545673891,0.9004149377593361,0.875,0.5753424657534246,0.6363636363636364,0.8432306940371457,0.5851333497394701,testPredProba_S,7,KNeighborsUnif,0.8386885683760683
[217  31  24  42],0.7556818181818181,0.7378787017563804,0.8248407643312102,0.8320876028791128,0.7556818181818181,0.8248407643312102,0.8248407643312102,0.827997552721763,0.7459210545673891,0.9004149377593361,0.875,0.5753424657534246,0.6363636363636364,0.8491568914956013,0.5792542794222124,testPredProba_S,7,KNeighborsDist,0.8476762820512821
[210  38  13  53],0.8249022482893451,0.762060809146011,0.8375796178343949,0.8661852271860555,0.8249022482893451,0.8375796178343949,0.8375796178343949,0.8462006572274738,0.7834394904458599,0.9417040358744395,0.8467741935483871,0.5824175824175825,0.803030303030303,0.9199046920821115,0.7445206843445512,testPredProba_S,7,LightGBMXT,0.9118589743589742
[216  32  16  50],0.8142717497556207,0.7703952901597981,0.8471337579617835,0.8635046310928736,0.8142717497556207,0.8471337579617835,0.8471337579617835,0.8528490273713205,0.7878378378378379,0.9310344827586207,0.8709677419354839,0.6097560975609756,0.7575757575757576,0.9096407624633431,0.7151196730437029,testPredProba_S,7,LightGBM,0.9079326923076924
[238  10  24  42],0.7980205278592376,0.8580446271285966,0.89171974522293,0.8872297294770187,0.7980205278592376,0.89171974522293,0.89171974522293,0.8867825398538991,0.8225988700564972,0.9083969465648855,0.9596774193548387,0.8076923076923077,0.6363636363636364,0.9274499022482894,0.7917793795090959,testPredProba_S,7,RandomForestGini,0.9299545940170942
[239   9  23  43],0.8076124144672532,0.8695684086905461,0.8980891719745223,0.8942864035366589,0.8076124144672532,0.8980891719745223,0.8980891719745223,0.8934423904507286,0.8330342306414091,0.9122137404580153,0.9637096774193549,0.8269230769230769,0.6515151515151515,0.9298936950146628,0.7925165236452272,testPredProba_S,7,RandomForestEntr,0.9323450854700855
[220  28  13  53],0.8450635386119256,0.799263498119006,0.8694267515923567,0.8832747621463074,0.8450635386119256,0.8694267515923567,0.8694267515923567,0.8740526866095566,0.8179246750675322,0.944206008583691,0.8870967741935484,0.654320987654321,0.803030303030303,0.9194159335288368,0.7412762026700787,testPredProba_S,7,CatBoost,0.9381410256410257
[239   9  32  34],0.7394305962854351,0.8363082468033982,0.8694267515923567,0.8627449479945845,0.7394305962854351,0.8694267515923567,0.8694267515923567,0.8585439164605394,0.772427568895724,0.8819188191881919,0.9637096774193549,0.7906976744186046,0.5151515151515151,0.9034701857282502,0.7567186407755867,testPredProba_S,7,ExtraTreesGini,0.8958733974358974
[238  10  31  35],0.7449902248289345,0.8312680710450226,0.8694267515923567,0.8622719989897314,0.7449902248289345,0.8694267515923567,0.8694267515923567,0.8597271025784374,0.7756634777911373,0.8847583643122676,0.9596774193548387,0.7777777777777778,0.5303030303030303,0.8920454545454545,0.750697470921339,testPredProba_S,7,ExtraTreesEntr,0.8822916666666668
[227  21  22  44],0.790994623655914,0.7942848316342292,0.8630573248407644,0.8623097977406934,0.790994623655914,0.8630573248407644,0.8630573248407644,0.8626724121654124,0.7926183052513555,0.9116465863453815,0.9153225806451613,0.676923076923077,0.6666666666666666,0.9007820136852396,0.7887347114099192,testPredProba_S,7,NeuralNetFastAI,0.905048076923077
