,feature,importance,stddev,p_value,n,p99_high,p99_low,seed,fold,model
2374,CC-p2-Pd,-0.0233076923076923,0.01843638637511176,0.9999905682990858,20,-0.011513485617827952,-0.03510189899755665,27431,2,NeuralNetTorch_r79
2375,St-p2-Pd,0.21861538461538457,0.06903147202222082,7.524525692297191e-12,20,0.2627765034252373,0.17445426580553186,27431,2,LightGBM_r131
2376,FR-p2-Pd,0.04807692307692307,0.020766231602317036,1.4990164557127653e-09,20,0.06136158866724461,0.03479225748660154,27431,2,LightGBM_r131
2377,CC-p1-Pd,0.04653846153846154,0.021802173897820826,5.531394837116916e-09,20,0.06048584471906086,0.03259107835786222,27431,2,LightGBM_r131
2378,Tv-10-Pd,0.03292307692307691,0.021679124256457814,8.710356031230119e-07,20,0.04679174224249557,0.01905441160365825,27431,2,LightGBM_r131
2379,St-p1-Pd,0.022538461538461528,0.011751342548717184,2.9320796751282503e-08,20,0.03005608240423315,0.015020840672689908,27431,2,LightGBM_r131
2380,dm-edad,0.01984615384615383,0.013586407555291667,1.4760733094470386e-06,20,0.028537710619782854,0.011154597072524804,27431,2,LightGBM_r131
2381,FR-p1-Pd,0.013076923076923075,0.008389461141057233,6.078704376621452e-07,20,0.018443866289167096,0.0077099798646790545,27431,2,LightGBM_r131
2382,Tv-11-Pd,0.01076923076923077,0.004205852279585607,2.8448571978346203e-10,20,0.013459817204294518,0.008078644334167023,27431,2,LightGBM_r131
2383,Tv-08-Pd,0.002692307692307672,0.0015685320346405225,1.5393533419815153e-07,20,0.003695735947705777,0.0016888794369095668,27431,2,LightGBM_r131
2384,Tv-01-Pd,0.0023846153846153904,0.007461726280035259,0.0845910019595375,20,0.007158063945485822,-0.002388833176255041,27431,2,LightGBM_r131
2385,St-p3-Pd,0.0021538461538461507,0.009937832296045071,0.17229777867038332,20,0.008511320214326412,-0.004203627906634111,27431,2,LightGBM_r131
2386,CC-p2-Pd,0.002153846153846145,0.0011599031306539396,4.791101858308681e-08,20,0.0028958645182269667,0.0014118277894653235,27431,2,LightGBM_r131
2387,Tv-09-Pd,0.00023076923076923995,0.004184323638317635,0.40391510554780824,20,0.002907583268156988,-0.0024460448066185077,27431,2,LightGBM_r131
2388,CC-pt-Pd,0.0,0.0,0.5,20,0.0,0.0,27431,2,LightGBM_r131
2389,dm-genero,0.0,0.0,0.5,20,0.0,0.0,27431,2,LightGBM_r131
2390,cl-RC_e,-0.00015384615384614886,0.0012124137317729028,0.711483799136754,20,0.0006217645246902346,-0.0009294568323825323,27431,2,LightGBM_r131
2391,FR-pd-Pd,-0.00023076923076922884,0.0013462984306390772,0.7736212558162556,20,0.0006304907598888385,-0.0010920292214272962,27431,2,LightGBM_r131
2392,Tv-03-Pd,-0.0006153846153846065,0.0036131873760763245,0.7721981647344593,20,0.001696059604518518,-0.002926828835287731,27431,2,LightGBM_r131
2393,Tv-02-Pd,-0.002307692307692316,0.0016174076401164743,0.999997980733696,20,-0.0012729971336395978,-0.0033423874817450345,27431,2,LightGBM_r131
2394,St-p1-Pd,0.15107692307692303,0.09307588583087185,3.4405833600275113e-07,20,0.21061984070710665,0.09153400544673941,27431,2,NeuralNetFastAI_r191
2395,St-p2-Pd,0.1437692307692307,0.0676084777208611,5.874518568086933e-09,20,0.18702002536655812,0.10051843617190329,27431,2,NeuralNetFastAI_r191
2396,FR-p1-Pd,0.10730769230769226,0.04768806302124416,2.3773204153601157e-09,20,0.13781491104721172,0.07680047356817281,27431,2,NeuralNetFastAI_r191
2397,Tv-10-Pd,0.0802307692307692,0.04629203334584077,1.3363101634335875e-07,20,0.10984491368762342,0.05061662477391498,27431,2,NeuralNetFastAI_r191
2398,Tv-11-Pd,0.05384615384615379,0.04955862491051242,5.450078016858017e-05,20,0.08555001671643388,0.022142290975873696,27431,2,NeuralNetFastAI_r191
2399,Tv-01-Pd,0.035615384615384535,0.0476472949393986,0.001709361793943332,20,0.06609652301714945,0.005134246213619617,27431,2,NeuralNetFastAI_r191
2400,cl-RC_e,0.031999999999999945,0.03558856905348949,0.00036499603888501654,20,0.05476687690707066,0.009233123092929233,27431,2,NeuralNetFastAI_r191
2401,CC-p1-Pd,0.02653846153846151,0.015472421492617745,1.5556580504959236e-07,20,0.036436547495424264,0.016640375581498758,27431,2,NeuralNetFastAI_r191
2402,Tv-09-Pd,0.017076923076923073,0.013261615487719803,7.519346123335135e-06,20,0.0255607024315812,0.008593143722264945,27431,2,NeuralNetFastAI_r191
2403,dm-genero,0.008769230769230757,0.017241032224086145,0.01735330291578166,20,0.01979874021105872,-0.002260278672597208,27431,2,NeuralNetFastAI_r191
2404,Tv-08-Pd,0.00807692307692307,0.007265486472217938,4.235368150241976e-05,20,0.012724832239394844,0.003429013914451296,27431,2,NeuralNetFastAI_r191
2405,FR-p2-Pd,0.005538461538461515,0.019717089669596996,0.11213399799494635,20,0.018151965408164744,-0.007075042331241715,27431,2,NeuralNetFastAI_r191
2406,dm-edad,0.003615384615384526,0.03895641145111486,0.34138064214398356,20,0.02853675256686638,-0.021305983336097324,27431,2,NeuralNetFastAI_r191
2407,St-p3-Pd,0.0003846153846153666,0.018467441701267732,0.4633838453394983,20,0.012198688925176613,-0.01142945815594588,27431,2,NeuralNetFastAI_r191
2408,Tv-03-Pd,-0.0064615384615384465,0.006481173175459991,0.9998653225703201,20,-0.002315373672576857,-0.010607703250500037,27431,2,NeuralNetFastAI_r191
2409,Tv-02-Pd,-0.010615384615384632,0.017822265178553325,0.9923288562861641,20,0.0007859537445658437,-0.022016722975335107,27431,2,NeuralNetFastAI_r191
2410,CC-pt-Pd,-0.01753846153846154,0.009154883757067526,0.9999999701608491,20,-0.011681858782603876,-0.023395064294319208,27431,2,NeuralNetFastAI_r191
2411,CC-p2-Pd,-0.01753846153846154,0.015564935158160263,0.9999635767267351,20,-0.007581192329919814,-0.027495730747003268,27431,2,NeuralNetFastAI_r191
2412,FR-pd-Pd,-0.01938461538461539,0.014504372776789945,0.9999952842072077,20,-0.010105813836648521,-0.02866341693258226,27431,2,NeuralNetFastAI_r191
2413,St-p2-Pd,0.20438461538461544,0.06887497417706684,2.3238011847277735e-11,20,0.24844561870031925,0.16032361206891163,27431,2,CatBoost_r9
2414,CC-p1-Pd,0.031384615384615455,0.02183942417872833,1.8359378441289344e-06,20,0.0453558284797837,0.01741340228944721,27431,2,CatBoost_r9
2415,FR-p2-Pd,0.02138461538461544,0.019858734988438074,6.006608873944357e-05,20,0.034088733224598586,0.008680497544632295,27431,2,CatBoost_r9
2416,dm-edad,0.01169230769230777,0.011019644981651821,7.04176365916489e-05,20,0.018741843752041173,0.004642771632574365,27431,2,CatBoost_r9
2417,St-p1-Pd,0.010615384615384676,0.012557187774675925,0.0006322991951104914,20,0.018648524355713417,0.0025822448750559366,27431,2,CatBoost_r9
2418,FR-p1-Pd,0.009000000000000058,0.010812809456096622,0.0007220970854440202,20,0.01591721832188773,0.0020827816781123897,27431,2,CatBoost_r9
2419,Tv-10-Pd,0.007076923076923136,0.01109849451522663,0.005102734356858727,20,0.014176901109256774,-2.305495541050223e-05,27431,2,CatBoost_r9
2420,Tv-09-Pd,0.0026153846153846973,0.008442746892193511,0.090994134096924,20,0.008016416024184108,-0.0027856467934147134,27431,2,CatBoost_r9
2421,St-p3-Pd,0.0017692307692308451,0.008236234894930576,0.17439447835535793,20,0.007038151409135557,-0.0034996898706738675,27431,2,CatBoost_r9
2422,dm-genero,0.0004615384615385465,0.003040267489747953,0.252691247887309,20,0.0024064718360618945,-0.0014833949129848013,27431,2,CatBoost_r9
2423,Tv-08-Pd,-0.0013846153846153008,0.0037980801260684665,0.9402528786684181,20,0.0010451092436333834,-0.0038143400128639853,27431,2,CatBoost_r9
2424,CC-p2-Pd,-0.0016153846153845242,0.002086572277193852,0.9986952449480792,20,-0.0002805533632153454,-0.0029502158675537033,27431,2,CatBoost_r9
2425,Tv-03-Pd,-0.001615384615384552,0.005150491385034907,0.9115714843885125,20,0.0016795105291146717,-0.004910279759883776,27431,2,CatBoost_r9
2426,Tv-01-Pd,-0.0025384615384614504,0.008341436940200639,0.9052738827225851,20,0.0027977594194593,-0.0078746824963822,27431,2,CatBoost_r9
2427,Tv-11-Pd,-0.0026153846153845308,0.0065480995885629075,0.954983673494583,20,0.001573594634778232,-0.0068043638655472935,27431,2,CatBoost_r9
2428,Tv-02-Pd,-0.0039999999999999316,0.00381444418343315,0.9999202025870987,20,-0.0015598068845478971,-0.006440193115451966,27431,2,CatBoost_r9
2429,FR-pd-Pd,-0.005153846153846087,0.005405396567535102,0.9997903017939925,20,-0.0016958819378078004,-0.008611810369884374,27431,2,CatBoost_r9
2430,CC-pt-Pd,-0.0056923076923076354,0.0019396050865118273,0.9999999999718775,20,-0.004451494941826643,-0.006933120442788628,27431,2,CatBoost_r9
2431,cl-RC_e,-0.008538461538461467,0.00529362096501143,0.9999996238249289,20,-0.0051520029055795395,-0.011924920171343395,27431,2,CatBoost_r9
2432,St-p2-Pd,0.13815384615384618,0.049179122707161294,5.948161151136332e-11,20,0.16961493219495197,0.1066927601127404,27431,2,LightGBM_r96
2433,St-p1-Pd,0.024076923076923124,0.021798745388884898,4.550492064639702e-05,20,0.03802211295661165,0.010131733197234604,27431,2,LightGBM_r96
2434,Tv-10-Pd,0.022692307692307706,0.02253824736325814,0.00012184201325482564,20,0.03711057504801912,0.00827404033659629,27431,2,LightGBM_r96
2435,CC-pt-Pd,0.017230769230769265,0.013221162127343734,6.474292860517819e-06,20,0.02568866958268426,0.008772868878854269,27431,2,LightGBM_r96
2436,FR-p2-Pd,0.007230769230769291,0.01329164040910189,0.012514607281904526,20,0.01573375626102188,-0.0012722177994832964,27431,2,LightGBM_r96
2437,St-p3-Pd,0.0071538461538462,0.021861515953570745,0.07984772784266729,20,0.02113919189699307,-0.00683149958930067,27431,2,LightGBM_r96
2438,Tv-08-Pd,0.002230769230769275,0.0070319819292734365,0.08609061261573153,20,0.00672929983355608,-0.0022677613720175306,27431,2,LightGBM_r96
2439,FR-p1-Pd,0.002000000000000035,0.0163128858890533,0.29493715964097467,20,0.012435751560479023,-0.008435751560478953,27431,2,LightGBM_r96
2440,Tv-01-Pd,0.000692307692307731,0.014262520656751824,0.41523037910205046,20,0.009816390531625592,-0.008431775147010129,27431,2,LightGBM_r96
2441,CC-p1-Pd,0.00030769230769234766,0.005939589999974594,0.4096344574026468,20,0.004107393110628415,-0.00349200849524372,27431,2,LightGBM_r96
2442,cl-RC_e,0.0,0.0,0.5,20,0.0,0.0,27431,2,LightGBM_r96
2443,dm-genero,-0.0009999999999999842,0.0015999844284511424,0.9942270377343749,20,2.3549119972440715e-05,-0.002023549119972409,27431,2,LightGBM_r96
2444,FR-pd-Pd,-0.00423076923076916,0.0026821671376602214,0.999999485003012,20,-0.0025149213984070155,-0.005946617063131305,27431,2,LightGBM_r96
2445,dm-edad,-0.004307692307692274,0.023072064265820307,0.7929458132551163,20,0.01045207075955731,-0.01906745537494186,27431,2,LightGBM_r96
2446,CC-p2-Pd,-0.00507692307692304,0.004522685818558628,0.9999620006908473,20,-0.0021836504880274605,-0.007970195665818618,27431,2,LightGBM_r96
2447,Tv-03-Pd,-0.00623076923076919,0.005222546525811266,0.9999811064562298,20,-0.0028897786527021987,-0.009571759808836181,27431,2,LightGBM_r96
2448,Tv-09-Pd,-0.007230769230769185,0.003996261099042726,0.999999929295656,20,-0.004674263393356203,-0.009787275068182166,27431,2,LightGBM_r96
2449,Tv-02-Pd,-0.010615384615384565,0.009079736063125413,0.9999760778791063,20,-0.004806855674893256,-0.01642391355587587,27431,2,LightGBM_r96
2450,Tv-11-Pd,-0.010999999999999982,0.013386662787239356,0.9991952349489542,20,-0.002436224833443818,-0.019563775166556146,27431,2,LightGBM_r96
2451,St-p2-Pd,0.12723076923076926,0.055752489459858695,1.8937591715035647e-09,20,0.16289699854410838,0.09156453991743013,27431,2,NeuralNetTorch_r22
2452,St-p1-Pd,0.04438461538461545,0.04662719482678683,0.00021305773594022576,20,0.07421317082745851,0.014556059941772396,27431,2,NeuralNetTorch_r22
2453,FR-p1-Pd,0.0265384615384616,0.022057793345550053,1.7111204457498623e-05,20,0.04064937072351358,0.01242755235340962,27431,2,NeuralNetTorch_r22
2454,Tv-11-Pd,0.0245384615384616,0.0320443285304677,0.0014208617505812606,20,0.04503800121161851,0.004038921865304686,27431,2,NeuralNetTorch_r22
2455,St-p3-Pd,0.02038461538461544,0.02053094678213325,0.00014040294206524596,20,0.03351876352841712,0.007250467240813751,27431,2,NeuralNetTorch_r22
2456,CC-p1-Pd,0.01823076923076928,0.016616846539374182,4.8997801933987937e-05,20,0.028860971843777176,0.007600566617761383,27431,2,NeuralNetTorch_r22
2457,FR-pd-Pd,0.016384615384615442,0.018026417515233296,0.0003303727914215045,20,0.02791655498094881,0.0048526757882820706,27431,2,NeuralNetTorch_r22
2458,dm-edad,0.015615384615384675,0.018436386375111767,0.0006219054209939522,20,0.027409591305249024,0.003821177925520324,27431,2,NeuralNetTorch_r22
2459,Tv-10-Pd,0.010307692307692379,0.019511952433337417,0.014486060742497003,20,0.02278996487669456,-0.0021745802613098043,27431,2,NeuralNetTorch_r22
2460,Tv-03-Pd,0.0030000000000000525,0.008550871821450869,0.06657481196258427,20,0.008470201567096306,-0.002470201567096201,27431,2,NeuralNetTorch_r22
2461,cl-RC_e,0.0009230769230769986,0.007961289088390491,0.30503931584653987,20,0.006016108014733645,-0.004169954168579648,27431,2,NeuralNetTorch_r22
2462,Tv-01-Pd,-0.00046153846153839105,0.006863894586488464,0.6165504341664176,20,0.00392946256238082,-0.0048525394854576015,27431,2,NeuralNetTorch_r22
2463,dm-genero,-0.0006153846153845732,0.0017576632940845543,0.9330461398705753,20,0.0005090355263849598,-0.0017398047571541063,27431,2,NeuralNetTorch_r22
2464,FR-p2-Pd,-0.002461538461538404,0.006060013371923501,0.9574516306557667,20,0.001415200113885073,-0.006338277036961881,27431,2,NeuralNetTorch_r22
2465,Tv-08-Pd,-0.0030769230769230106,0.00446446923144622,0.9969332606282899,20,-0.00022089306079695926,-0.005932953093049062,27431,2,NeuralNetTorch_r22
2466,Tv-09-Pd,-0.003999999999999937,0.01149546645368748,0.9319123653830422,20,0.0033539306777720605,-0.011353930677771934,27431,2,NeuralNetTorch_r22
2467,Tv-02-Pd,-0.00576923076923071,0.007109500795213899,0.9991068391126764,20,-0.0012211094544321444,-0.010317352084029275,27431,2,NeuralNetTorch_r22
2468,CC-pt-Pd,-0.012384615384615322,0.003214534106758403,0.9999999999997651,20,-0.01032819939856788,-0.014441031370662764,27431,2,NeuralNetTorch_r22
2469,CC-p2-Pd,-0.019999999999999934,0.014586590002817947,0.9999966026697141,20,-0.010668602084311538,-0.029331397915688333,27431,2,NeuralNetTorch_r22
2470,St-p2-Pd,0.21207692307692314,0.0744965872610765,4.739819078576309e-11,20,0.25973420959554144,0.16441963655830485,27431,2,XGBoost_r33
2471,FR-p2-Pd,0.052923076923077,0.028610073078065238,5.076491346492879e-08,20,0.07122563949848187,0.034620514347672125,27431,2,XGBoost_r33
2472,CC-p1-Pd,0.051923076923077,0.027329494632370954,3.38718579760748e-08,20,0.06940642218746412,0.03443973165868989,27431,2,XGBoost_r33
2473,dm-edad,0.022384615384615475,0.015085967707624538,1.1951004247125307e-06,20,0.0320354774158287,0.012733753353402254,27431,2,XGBoost_r33
2474,Tv-09-Pd,0.01892307692307702,0.015578534929350749,1.527807618182986e-05,20,0.028889046237436232,0.008957107608717813,27431,2,XGBoost_r33
2475,St-p1-Pd,0.01446153846153857,0.01397956421027447,9.208121102908741e-05,20,0.02340460715057324,0.005518469772503903,27431,2,XGBoost_r33
2476,St-p3-Pd,0.007846153846153947,0.012306680120322048,0.005107465242120608,20,0.015719037721112494,-2.6730028804601916e-05,27431,2,XGBoost_r33
2477,Tv-10-Pd,0.007692307692307776,0.008802479761594772,0.000472571351065472,20,0.013323469004469592,0.002061146380145959,27431,2,XGBoost_r33
2478,FR-p1-Pd,0.007076923076923175,0.00634127526871642,4.0561819982123034e-05,20,0.011133591757805775,0.003020254396040576,27431,2,XGBoost_r33
2479,Tv-03-Pd,0.0050769230769231784,0.005929094162121851,0.0005656629262648951,20,0.008869909436014347,0.0012839367178320098,27431,2,XGBoost_r33
2480,FR-pd-Pd,0.004923076923077041,0.0042821684550058865,2.900932077582679e-05,20,0.007662484679649964,0.0021836691665041187,27431,2,XGBoost_r33
2481,Tv-08-Pd,0.002769230769230846,0.003949226179677452,0.0027206577344400166,20,0.005295647219854666,0.00024281431860702536,27431,2,XGBoost_r33
2482,Tv-01-Pd,0.0015384615384616217,0.007955027751135331,0.19894445961987217,20,0.006627487099737216,-0.0035505640228139733,27431,2,XGBoost_r33
2483,Tv-02-Pd,-0.0001538461538460989,0.001990322272097604,0.6333105716563815,20,0.0011194116190680506,-0.0014271039267602483,27431,2,XGBoost_r33
2484,dm-genero,-0.00030769230769229773,0.0006313712935908436,0.9789568566447491,20,9.621133064270079e-05,-0.0007115959460272962,27431,2,XGBoost_r33
2485,cl-RC_e,-0.0003846153846153055,0.0027735009811261464,0.728744526531786,20,0.001389660938325178,-0.002158891707555789,27431,2,XGBoost_r33
2486,CC-p2-Pd,-0.001461538461538381,0.0018322689737119231,0.9989720356451983,20,-0.0002893912441988308,-0.002633685678877931,27431,2,XGBoost_r33
2487,Tv-11-Pd,-0.002999999999999903,0.004336370702429428,0.997012267127605,20,-0.0002259177418103618,-0.005774082258189444,27431,2,XGBoost_r33
2488,CC-pt-Pd,-0.004461538461538367,0.002540239838405848,0.9999998900827857,20,-0.0028364849892141535,-0.00608659193386258,27431,2,XGBoost_r33
2489,St-p2-Pd,0.11465384615384608,0.04005638738129644,4.319028129768412e-11,20,0.14027889557578957,0.0890287967319026,27431,2,ExtraTrees_r42
2490,CC-p1-Pd,0.024692307692307635,0.02031808714454513,1.5188884988605577e-05,20,0.03769028432665165,0.01169433105796362,27431,2,ExtraTrees_r42
2491,St-p1-Pd,0.013153846153846082,0.016216189702605275,0.0008961363183711857,20,0.02352773880196092,0.0027799535057312433,27431,2,ExtraTrees_r42
2492,Tv-10-Pd,0.010230769230769182,0.011253152781515759,0.00032961619583943047,20,0.01742968593371847,0.0030318525278198935,27431,2,ExtraTrees_r42
2493,FR-p1-Pd,0.009846153846153782,0.012591861153138054,0.0012059413968112645,20,0.017901474993613928,0.0017908326986936385,27431,2,ExtraTrees_r42
2494,St-p3-Pd,0.006730769230769179,0.010496473581426921,0.004926255215228928,20,0.013445619766835759,1.5918694702599448e-05,27431,2,ExtraTrees_r42
2495,Tv-09-Pd,0.006076923076923002,0.010840998573833364,0.010714154184049004,20,0.01301217466597201,-0.000858328512126005,27431,2,ExtraTrees_r42
2496,FR-p2-Pd,0.0028461538461537926,0.006622348279122042,0.03486362196292004,20,0.007082631797259835,-0.00139032410495225,27431,2,ExtraTrees_r42
2497,cl-RC_e,0.0009230769230768543,0.011970585770954653,0.36699545165177155,20,0.008580953033331269,-0.00673479918717756,27431,2,ExtraTrees_r42
2498,CC-p2-Pd,-3.846153846158718e-05,0.0020802193066476525,0.5325169799495723,20,0.001292305563272035,-0.0013692286401952095,27431,2,ExtraTrees_r42
2499,Tv-08-Pd,-0.0005000000000000727,0.004828255618766414,0.6757309202879631,20,0.002588753053912032,-0.003588753053912177,27431,2,ExtraTrees_r42
2500,dm-edad,-0.0012307692307692742,0.003885627398540231,0.9135983592463528,20,0.0012549615261023032,-0.0037164999876408518,27431,2,ExtraTrees_r42
2501,dm-genero,-0.0012692307692308447,0.0014396399079165069,0.9995634030375169,20,-0.00034825795560691503,-0.0021902035828547744,27431,2,ExtraTrees_r42
2502,Tv-02-Pd,-0.0017307692307692857,0.003632743236108963,0.9768006932046527,20,0.0005931853504665976,-0.004054723812005169,27431,2,ExtraTrees_r42
2503,Tv-03-Pd,-0.0040000000000000755,0.0037980801260684687,0.9999237596595543,20,-0.0015702753717513895,-0.0064297246282487616,27431,2,ExtraTrees_r42
2504,Tv-01-Pd,-0.00407692307692315,0.008148802962572334,0.9812823461664953,20,0.0011360652202465791,-0.00928991137409288,27431,2,ExtraTrees_r42
2505,CC-pt-Pd,-0.005884615384615444,0.007693420972071111,0.9985664696530554,20,-0.0009629460698935815,-0.010806284699337306,27431,2,ExtraTrees_r42
2506,FR-pd-Pd,-0.006346153846153879,0.003976535036159313,0.999999562864759,20,-0.003802267252994658,-0.0088900404393131,27431,2,ExtraTrees_r42
2507,Tv-11-Pd,-0.006615384615384684,0.007073930013080383,0.9997473094615087,20,-0.0020900187987660203,-0.011140750432003348,27431,2,ExtraTrees_r42
2508,St-p2-Pd,0.24530769230769228,0.06675365963324888,5.464383724703881e-13,20,0.28801163889465564,0.20260374572072892,27431,2,CatBoost_r137
2509,CC-p1-Pd,0.03961538461538464,0.022080371861699203,8.019942595528598e-08,20,0.05374073782871827,0.025490031402051014,27431,2,CatBoost_r137
2510,FR-p2-Pd,0.03569230769230771,0.024613360240644127,1.627496308310598e-06,20,0.051438075442224826,0.019946539942390592,27431,2,CatBoost_r137
2511,dm-edad,0.024230769230769257,0.01350340510939471,8.00172418500549e-08,20,0.032869227312346865,0.01559231114919165,27431,2,CatBoost_r137
2512,St-p1-Pd,0.023230769230769277,0.01877533583593386,1.225002352487889e-05,20,0.03524181016987406,0.011219728291664495,27431,2,CatBoost_r137
2513,Tv-10-Pd,0.01515384615384619,0.013161432100029975,2.852008132442394e-05,20,0.023573535748327684,0.006734156559364695,27431,2,CatBoost_r137
2514,FR-p1-Pd,0.014692307692307744,0.010404165133891889,2.313309559084603e-06,20,0.021348106259767373,0.008036509124848113,27431,2,CatBoost_r137
2515,Tv-09-Pd,0.012692307692307715,0.010715598086640177,2.0559785292175953e-05,20,0.01954733752667693,0.005837277857938502,27431,2,CatBoost_r137
2516,St-p3-Pd,0.008000000000000045,0.009940339001166544,0.0009560013165981003,20,0.014359077660975092,0.0016409223390249977,27431,2,CatBoost_r137
2517,Tv-02-Pd,0.005153846153846203,0.002459260079176046,7.399822551373351e-09,20,0.006727094896185962,0.0035805974115064444,27431,2,CatBoost_r137
2518,CC-p2-Pd,0.003999999999999998,0.0016853001769389405,9.985586771187252e-10,20,0.005078127688195746,0.0029218723118042507,27431,2,CatBoost_r137
2519,Tv-01-Pd,0.0019230769230769661,0.007248320502640601,0.12502147440150413,20,0.006560004595515511,-0.0027138507493615787,27431,2,CatBoost_r137
2520,FR-pd-Pd,0.0009230769230769486,0.005075573369847006,0.21305157551349252,20,0.0041700451833189996,-0.0023238913371651025,27431,2,CatBoost_r137
2521,cl-RC_e,0.000846153846153852,0.003976730823315642,0.1766335267754483,20,0.003390165689139258,-0.001697857996831554,27431,2,CatBoost_r137
2522,Tv-11-Pd,0.0007692307692307998,0.004928640580901419,0.24682129381854206,20,0.003922202535415757,-0.0023837409969541578,27431,2,CatBoost_r137
2523,Tv-08-Pd,0.000615384615384662,0.004530941412563815,0.2753889832992905,20,0.003513938509415841,-0.0022831692786465167,27431,2,CatBoost_r137
2524,CC-pt-Pd,0.0005384615384615599,0.003358567415676369,0.2410498248961636,20,0.0026870191503699575,-0.0016100960734468375,27431,2,CatBoost_r137
2525,Tv-03-Pd,-7.692307692304112e-05,0.0036157722248934313,0.5374006996925256,20,0.0022361747339056976,-0.00239002088775178,27431,2,CatBoost_r137
2526,dm-genero,-0.0006153846153845955,0.000773268753769259,0.9989525891180188,20,-0.00012070570579740287,-0.001110063524971788,27431,2,CatBoost_r137
2527,St-p2-Pd,0.1356153846153846,0.06754174459203015,1.44681485053553e-08,20,0.17882348840018078,0.09240728083058844,27431,2,NeuralNetFastAI_r102
2528,FR-p1-Pd,0.07538461538461541,0.031600117475704986,9.185690628944727e-10,20,0.09559998239577677,0.05516924837345405,27431,2,NeuralNetFastAI_r102
2529,St-p1-Pd,0.05553846153846156,0.0598990118662027,0.00027412233716927456,20,0.09385732251776502,0.017219600559158103,27431,2,NeuralNetFastAI_r102
2530,CC-p1-Pd,0.04446153846153853,0.02301421980641615,2.623900196900312e-08,20,0.05918429701520312,0.029738779907873943,27431,2,NeuralNetFastAI_r102
2531,cl-RC_e,0.03707692307692305,0.03912432968711678,0.00022245901465902144,20,0.0621057124255328,0.012048133728313305,27431,2,NeuralNetFastAI_r102
2532,St-p3-Pd,0.03269230769230773,0.023474974582334062,2.7756150895245134e-06,20,0.047709822330486464,0.017674793054128994,27431,2,NeuralNetFastAI_r102
2533,Tv-10-Pd,0.032461538461538465,0.03228995078706693,0.0001237379981132426,20,0.05311820869179158,0.011804868231285345,27431,2,NeuralNetFastAI_r102
2534,Tv-11-Pd,0.021615384615384627,0.04227558590369229,0.016934858295668695,20,0.04866010953807111,-0.005429340307301859,27431,2,NeuralNetFastAI_r102
2535,FR-p2-Pd,0.01984615384615388,0.01922121220014113,9.39289087351176e-05,20,0.03214243278638262,0.0075498749059251455,27431,2,NeuralNetFastAI_r102
2536,Tv-08-Pd,0.0197692307692308,0.01767751537927285,3.963400877928113e-05,20,0.031077969146934486,0.008460492391527113,27431,2,NeuralNetFastAI_r102
2537,dm-edad,0.017692307692307695,0.023563031287921168,0.0016521726576853282,20,0.03276615435591658,0.0026184610286988062,27431,2,NeuralNetFastAI_r102
2538,FR-pd-Pd,0.016769230769230835,0.013373861378521514,1.0426146433996474e-05,20,0.025324816561944005,0.008213644976517664,27431,2,NeuralNetFastAI_r102
2539,Tv-03-Pd,0.009538461538461596,0.0149958989514739,0.005182014870007417,20,0.01913170438635299,-5.478130942979803e-05,27431,2,NeuralNetFastAI_r102
2540,dm-genero,0.009461538461538539,0.02599511249369082,0.060024780808986114,20,0.02609124687830012,-0.007168169955223042,27431,2,NeuralNetFastAI_r102
2541,Tv-01-Pd,0.009307692307692355,0.0303307830409211,0.092965769105474,20,0.028711035076260646,-0.010095650460875934,27431,2,NeuralNetFastAI_r102
2542,Tv-02-Pd,-0.003923076923076874,0.016856512445767646,0.8444876158478385,20,0.006860445824311264,-0.01470659967046501,27431,2,NeuralNetFastAI_r102
2543,Tv-09-Pd,-0.005384615384615344,0.011721888853481173,0.9730195591481058,20,0.0021141632328801853,-0.012883394002110873,27431,2,NeuralNetFastAI_r102
2544,CC-pt-Pd,-0.008692307692307649,0.008037207154709333,0.999942689153337,20,-0.003550709959258197,-0.0138339054253571,27431,2,NeuralNetFastAI_r102
2545,CC-p2-Pd,-0.036230769230769164,0.02184555510384386,0.9999997469967137,20,-0.022255634033051024,-0.050205904428487304,27431,2,NeuralNetFastAI_r102
2546,St-p2-Pd,0.34169230769230763,0.09450805274490842,7.300051564853989e-13,20,0.4021514174793954,0.28123319790521983,27431,2,CatBoost_r13
2547,CC-p1-Pd,0.05107692307692306,0.026006251793703788,2.0365560090350646e-08,20,0.06771375757599059,0.034440088577855535,27431,2,CatBoost_r13
2548,FR-p2-Pd,0.037615384615384606,0.022536036403498733,2.3081790678134176e-07,20,0.052032237566133205,0.023198531664636007,27431,2,CatBoost_r13
2549,dm-edad,0.026153846153846146,0.01126117563186222,1.4238191104425976e-09,20,0.03335789527012757,0.01894979703756472,27431,2,CatBoost_r13
2550,St-p1-Pd,0.01776923076923076,0.011211008070731443,4.814122730019874e-07,20,0.024941186471267973,0.010597275067193546,27431,2,CatBoost_r13
2551,FR-p1-Pd,0.01200000000000001,0.007051883178891475,1.7457755162735085e-07,20,0.016511261918273814,0.007488738081726207,27431,2,CatBoost_r13
2552,Tv-10-Pd,0.008153846153846145,0.008293885663295992,0.00015504493853627524,20,0.01345964739844729,0.0028480449092449997,27431,2,CatBoost_r13
2553,Tv-03-Pd,0.003384615384615375,0.005704222130054215,0.007840411230031478,20,0.00703374561208653,-0.00026451484285577994,27431,2,CatBoost_r13
