ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[212  36  21  45],0.7683284457478006,0.7327134000953743,0.8184713375796179,0.8353972462936131,0.7683284457478006,0.8184713375796179,0.8184713375796179,0.824902515530359,0.7468708897280326,0.9098712446351931,0.8548387096774194,0.5555555555555556,0.6818181818181818,0.8714870478983383,0.6185152058530244,testPredProba_S,51,KNeighborsUnif,0.870900106837607
[212  36  22  44],0.760752688172043,0.7279914529914531,0.8152866242038217,0.8311584735151615,0.760752688172043,0.8152866242038217,0.8152866242038217,0.821460185561643,0.7412038879099642,0.905982905982906,0.8548387096774194,0.55,0.6666666666666666,0.8811705767350929,0.6403147737739121,testPredProba_S,51,KNeighborsDist,0.8834935897435898
[216  32  13  53],0.8369990224828934,0.7833804264063704,0.856687898089172,0.8760329253388003,0.8369990224828934,0.856687898089172,0.856687898089172,0.8628499981296823,0.803823566162689,0.9432314410480349,0.8709677419354839,0.6235294117647059,0.803030303030303,0.9326124144672532,0.7997468908119396,testPredProba_S,51,LightGBMXT,0.9272435897435896
[212  36  18  48],0.7910557184750733,0.746583850931677,0.8280254777070064,0.8481069747201012,0.7910557184750733,0.8280254777070064,0.8280254777070064,0.8351059350265171,0.7635146443514644,0.9217391304347826,0.8548387096774194,0.5714285714285714,0.7272727272727273,0.9243646138807429,0.778759161669345,testPredProba_S,51,LightGBM,0.9097222222222221
[236  12  27  39],0.7712609970674487,0.8310221426973832,0.8757961783439491,0.8694602299033973,0.7712609970674487,0.8757961783439491,0.8757961783439491,0.8696573472771011,0.7951728636660143,0.8973384030418251,0.9516129032258065,0.7647058823529411,0.5909090909090909,0.9340481427174976,0.8062936311618984,testPredProba_S,51,RandomForestGini,0.9205128205128205
[236  12  27  39],0.7712609970674487,0.8310221426973832,0.8757961783439491,0.8694602299033973,0.7712609970674487,0.8757961783439491,0.8757961783439491,0.8696573472771011,0.7951728636660143,0.8973384030418251,0.9516129032258065,0.7647058823529411,0.5909090909090909,0.9319098240469208,0.8073221107418607,testPredProba_S,51,RandomForestEntr,0.9199786324786323
[224  24  17  49],0.8228250244379276,0.8003467288125959,0.8694267515923567,0.8751834201573369,0.8228250244379276,0.8694267515923567,0.8694267515923567,0.8717799938471325,0.8105956952229627,0.9294605809128631,0.9032258064516129,0.6712328767123288,0.7424242424242424,0.925281036168133,0.7888342996985661,testPredProba_S,51,CatBoost,0.9151976495726494
[238  10  33  33],0.7298387096774194,0.8228353213764696,0.8630573248407644,0.854942359229547,0.7298387096774194,0.8630573248407644,0.8630573248407644,0.8516436197025169,0.7613264746955154,0.8782287822878229,0.9596774193548387,0.7674418604651163,0.5,0.9093352883675464,0.7653557697489874,testPredProba_S,51,ExtraTreesGini,0.9032585470085468
[237  11  33  33],0.7278225806451613,0.8138888888888889,0.8598726114649682,0.8509200283085633,0.7278225806451613,0.8598726114649682,0.8598726114649682,0.8488355507463788,0.7575289575289574,0.8777777777777778,0.9556451612903226,0.75,0.5,0.9009958455522972,0.7503363828359682,testPredProba_S,51,ExtraTreesEntr,0.888434829059829
[230  18  19  47],0.819770283479961,0.8233858510966945,0.8821656050955414,0.8815266947259888,0.819770283479961,0.8821656050955414,0.8821656050955414,0.8818344011655874,0.821555285913957,0.9236947791164659,0.9274193548387096,0.7230769230769231,0.7121212121212122,0.8965053763440859,0.7110008713695507,testPredProba_S,51,NeuralNetFastAI,0.917227564102564
