ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[223  25  31  35],0.7147482893450635,0.7306430446194225,0.821656050955414,0.8160263804604042,0.7147482893450635,0.821656050955414,0.821656050955414,0.8184755669466508,0.7220008853474988,0.8779527559055118,0.8991935483870968,0.5833333333333334,0.5303030303030303,0.8304924242424243,0.5067782263959917,testPredProba_S,11,KNeighborsUnif,0.8322413097106975
[223  25  31  35],0.7147482893450635,0.7306430446194225,0.821656050955414,0.8160263804604042,0.7147482893450635,0.821656050955414,0.821656050955414,0.8184755669466508,0.7220008853474988,0.8779527559055118,0.8991935483870968,0.5833333333333334,0.5303030303030303,0.8427419354838711,0.5478376057209615,testPredProba_S,11,KNeighborsDist,0.8446014801525006
[224  24  14  52],0.8455522971652003,0.8126934984520124,0.8789808917197452,0.8871645205182308,0.8455522971652003,0.8789808917197452,0.8789808917197452,0.8819970753724728,0.8271025328928303,0.9411764705882353,0.9032258064516129,0.6842105263157895,0.7878787878787878,0.9251588465298142,0.7912926106239463,testPredProba_S,11,LightGBMXT,0.9322332361516036
[219  29  14  52],0.83547165200391,0.790944735866052,0.8630573248407644,0.8772900726647206,0.83547165200391,0.8630573248407644,0.8630573248407644,0.8679089152246567,0.8090429519000948,0.9399141630901288,0.8830645161290323,0.6419753086419753,0.7878787878787878,0.9286412512218964,0.7996172225895312,testPredProba_S,11,LightGBM,0.9357174254317112
[238  10  29  37],0.7601417399804496,0.8393099051717268,0.8757961783439491,0.8694940038869288,0.7601417399804496,0.8757961783439491,0.8757961783439491,0.86764540259166,0.7895695506486812,0.8913857677902621,0.9596774193548387,0.7872340425531915,0.5606060606060606,0.9255865102639296,0.777919260248658,testPredProba_S,11,RandomForestGini,0.9312146221125813
[238  10  29  37],0.7601417399804496,0.8393099051717268,0.8757961783439491,0.8694940038869288,0.7601417399804496,0.8757961783439491,0.8757961783439491,0.86764540259166,0.7895695506486812,0.8913857677902621,0.9596774193548387,0.7872340425531915,0.5606060606060606,0.9287023460410557,0.7924432374893041,testPredProba_S,11,RandomForestEntr,0.932143978470509
[222  26  17  49],0.8187927663734116,0.7911018131101812,0.8630573248407644,0.8709548810063161,0.8187927663734116,0.8630573248407644,0.8630573248407644,0.8661624516880553,0.8033698865539487,0.9288702928870293,0.8951612903225806,0.6533333333333333,0.7424242424242424,0.9320014662756599,0.8233290507729946,testPredProba_S,11,CatBoost,0.9378407714734245
[238  10  31  35],0.7449902248289345,0.8312680710450226,0.8694267515923567,0.8622719989897314,0.7449902248289345,0.8694267515923567,0.8694267515923567,0.8597271025784374,0.7756634777911373,0.8847583643122676,0.9596774193548387,0.7777777777777778,0.5303030303030303,0.8852333822091887,0.7007100816891787,testPredProba_S,11,ExtraTreesGini,0.889913882036331
[235  13  32  34],0.7313660801564028,0.8017770340266157,0.856687898089172,0.8472032942965487,0.7313660801564028,0.856687898089172,0.856687898089172,0.8472831568365308,0.7571956353638629,0.8801498127340824,0.9475806451612904,0.723404255319149,0.5151515151515151,0.8921065493646139,0.6916689623075364,testPredProba_S,11,ExtraTreesEntr,0.8993424534649025
[232  16  27  39],0.7631964809384164,0.8024219024219024,0.8630573248407644,0.856518210658338,0.7631964809384164,0.8630573248407644,0.8630573248407644,0.8583182292148486,0.7799077379496959,0.8957528957528957,0.9354838709677419,0.7090909090909091,0.5909090909090909,0.8791544477028348,0.6950823640256631,testPredProba_S,11,NeuralNetFastAI,0.8817690065037004
[222  26  16  50],0.8263685239491692,0.7953339230429014,0.8662420382165605,0.8749961265096049,0.8263685239491692,0.8662420382165605,0.8662420382165605,0.8695757148853647,0.8089027995131282,0.9327731092436975,0.8951612903225806,0.6578947368421053,0.7575757575757576,0.9178885630498534,0.784409790542988,testPredProba_S,11,XGBoost,0.9300228750840995
[226  22  27  39],0.751099706744868,0.7663124473530746,0.8439490445859873,0.8399054718134398,0.751099706744868,0.8439490445859873,0.8439490445859873,0.8416558727672295,0.758184418564446,0.8932806324110671,0.9112903225806451,0.639344262295082,0.5909090909090909,0.8973607038123167,0.7014729723103934,testPredProba_S,11,NeuralNetTorch,0.9102067728190179
[231  17  18  48],0.8293621700879765,0.8330861909175162,0.8885350318471338,0.8879323270544206,0.8293621700879765,0.8885350318471338,0.8885350318471338,0.8882217308323123,0.8312009461348242,0.927710843373494,0.9314516129032258,0.7384615384615385,0.7272727272727273,0.8982160312805475,0.7723832100916911,testPredProba_S,11,LightGBMLarge,0.926823054496524
[223  25  13  53],0.8511119257086999,0.8122012168622339,0.8789808917197452,0.8891246397993673,0.8511119257086999,0.8789808917197452,0.8789808917197452,0.8825231176852486,0.8287993572084482,0.9449152542372882,0.8991935483870968,0.6794871794871795,0.803030303030303,0.9294354838709677,0.8067701519002629,testPredProba_S,11,CatBoost_r177,0.9315721013680196
[196  52  15  51],0.781524926686217,0.7120277918372981,0.7866242038216561,0.8377365601813088,0.781524926686217,0.7866242038216561,0.7866242038216561,0.8013817955311456,0.7287903984736563,0.9289099526066351,0.7903225806451613,0.49514563106796117,0.7727272727272727,0.8498289345063539,0.6577803574184515,testPredProba_S,11,NeuralNetTorch_r79,0.8807562233684683
