ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[217  31  21  45],0.7784090909090908,0.7519349845201238,0.8343949044585988,0.84457514148804,0.7784090909090908,0.8343949044585988,0.8343949044585988,0.8385223136675944,0.763403466063873,0.9117647058823529,0.875,0.5921052631578947,0.6818181818181818,0.8791544477028349,0.6640747347390774,testPredProba_S,51,KNeighborsUnif,0.8792841444270015
[218  30  22  44],0.7728494623655914,0.751463963963964,0.8343949044585988,0.8423882481207321,0.7728494623655914,0.8343949044585988,0.8343949044585988,0.8377690598010115,0.7610070257611241,0.9083333333333333,0.8790322580645161,0.5945945945945946,0.6666666666666666,0.8897849462365592,0.6743883924931628,testPredProba_S,51,KNeighborsDist,0.8902659789190401
[217  31  16  50],0.8162878787878788,0.7743072113601441,0.8503184713375797,0.8653206937015471,0.8162878787878788,0.8503184713375797,0.8503184713375797,0.8556213724548575,0.7912795055652199,0.9313304721030042,0.875,0.6172839506172839,0.7575757575757576,0.9222873900293255,0.7742637226767528,testPredProba_S,51,LightGBMXT,0.9243875308365105
[220  28  18  48],0.8071847507331378,0.7779743476337904,0.8535031847133758,0.862827732500979,0.8071847507331378,0.8535031847133758,0.8535031847133758,0.8571543543982565,0.790703066133426,0.9243697478991597,0.8870967741935484,0.631578947368421,0.7272727272727273,0.9269916911045943,0.743336813848555,testPredProba_S,51,LightGBM,0.9270993496299618
[238  10  29  37],0.7601417399804496,0.8393099051717268,0.8757961783439491,0.8694940038869288,0.7601417399804496,0.8757961783439491,0.8757961783439491,0.86764540259166,0.7895695506486812,0.8913857677902621,0.9596774193548387,0.7872340425531915,0.5606060606060606,0.9237231182795699,0.7822824242605708,testPredProba_S,51,RandomForestGini,0.9251226732451222
[238  10  29  37],0.7601417399804496,0.8393099051717268,0.8757961783439491,0.8694940038869288,0.7601417399804496,0.8757961783439491,0.8757961783439491,0.86764540259166,0.7895695506486812,0.8913857677902621,0.9596774193548387,0.7872340425531915,0.5606060606060606,0.9216458944281525,0.7758057704794503,testPredProba_S,51,RandomForestEntr,0.9223453689167975
[217  31  16  50],0.8162878787878788,0.7743072113601441,0.8503184713375797,0.8653206937015471,0.8162878787878788,0.8503184713375797,0.8503184713375797,0.8556213724548575,0.7912795055652199,0.9313304721030042,0.875,0.6172839506172839,0.7575757575757576,0.9266251221896384,0.782776965491382,testPredProba_S,51,CatBoost,0.9281542946849068
[240   8  32  34],0.7414467253176931,0.84593837535014,0.8726114649681529,0.8670449071348285,0.7414467253176931,0.8726114649681529,0.8726114649681529,0.8613969187217596,0.7763532763532763,0.8823529411764706,0.967741935483871,0.8095238095238095,0.5151515151515151,0.9002321603128055,0.7680109172622122,testPredProba_S,51,ExtraTreesGini,0.9017856021529491
[238  10  28  38],0.7677174975562073,0.8432017543859649,0.8789808917197452,0.873072410325176,0.7677174975562073,0.8789808917197452,0.8789808917197452,0.871545763215941,0.7963683527885863,0.8947368421052632,0.9596774193548387,0.7916666666666666,0.5757575757575758,0.9010874877810362,0.7569458447598436,testPredProba_S,51,ExtraTreesEntr,0.8995169320475445
[222  26  22  44],0.7809139784946236,0.7692037470725995,0.8471337579617835,0.8507167469681827,0.7809139784946236,0.8471337579617835,0.8471337579617835,0.8487603834449734,0.7747489239598279,0.9098360655737705,0.8951612903225806,0.6285714285714286,0.6666666666666666,0.8787878787878788,0.6989374606859188,testPredProba_S,51,NeuralNetFastAI,0.8926387082305449
