ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[222  26  39  27],0.6521260997067448,0.6800043374539145,0.7929936305732485,0.7788699689333317,0.6521260997067448,0.7929936305732485,0.7929936305732485,0.7843300597803472,0.6630400686797312,0.8505747126436781,0.8951612903225806,0.5094339622641509,0.4090909090909091,0.7940493646138808,0.48303017346074195,testPredProba_S,51,KNeighborsUnif,0.7947499439336175
[222  26  38  28],0.6597018572825024,0.6861823361823362,0.7961783439490446,0.7833632750830203,0.6597018572825024,0.7961783439490446,0.7961783439490446,0.7883946035407995,0.6703412073490813,0.8538461538461538,0.8951612903225806,0.5185185185185185,0.42424242424242425,0.8091397849462366,0.4954877202915384,testPredProba_S,51,KNeighborsDist,0.8111540704193765
[225  23  17  49],0.8248411534701857,0.8051538108356291,0.8726114649681529,0.8773731817304486,0.8248411534701857,0.8726114649681529,0.8726114649681529,0.8746008511407887,0.8142561372375037,0.9297520661157025,0.907258064516129,0.6805555555555556,0.7424242424242424,0.9297409579667644,0.7626852869631991,testPredProba_S,51,LightGBMXT,0.9277873962771922
[220  28  19  47],0.7996089931573802,0.7735843793584379,0.8503184713375797,0.858740505823095,0.7996089931573802,0.8503184713375797,0.8503184713375797,0.8537124471939209,0.78507871321013,0.9205020920502092,0.8870967741935484,0.6266666666666667,0.7121212121212122,0.9239369501466275,0.7286432003716183,testPredProba_S,51,LightGBM,0.9254164610899306
[236  12  29  37],0.7561094819159335,0.8228340392760878,0.8694267515923567,0.8620927135425737,0.7561094819159335,0.8694267515923567,0.8694267515923567,0.8619391797750321,0.7817781167895583,0.8905660377358491,0.9516129032258065,0.7551020408163265,0.5606060606060606,0.9210043988269795,0.7706484827436707,testPredProba_S,51,RandomForestGini,0.9231442027360396
[236  12  28  38],0.7636852394916911,0.8269696969696969,0.8726114649681529,0.8657865276973558,0.7636852394916911,0.8726114649681529,0.8726114649681529,0.8658164946189326,0.7885237068965517,0.8939393939393939,0.9516129032258065,0.76,0.5757575757575758,0.9256781524926686,0.7805902699077291,testPredProba_S,51,RandomForestEntr,0.9291365777080063
[225  23  16  50],0.8324169110459433,0.8092707326777695,0.8757961783439491,0.8813399654827974,0.8324169110459433,0.8757961783439491,0.8757961783439491,0.8780346282936139,0.8198349296023304,0.9336099585062241,0.907258064516129,0.684931506849315,0.7575757575757576,0.9324291300097751,0.7950268778723568,testPredProba_S,51,CatBoost,0.9406476788517605
[237  11  35  31],0.7126710654936461,0.8047093837535014,0.8535031847133758,0.8433201306000107,0.7126710654936461,0.8535031847133758,0.8535031847133758,0.8406064565300233,0.7428062678062678,0.8713235294117647,0.9556451612903226,0.7380952380952381,0.4696969696969697,0.8887157869012708,0.7028418757407633,testPredProba_S,51,ExtraTreesGini,0.8880892576810945
[238  10  33  33],0.7298387096774194,0.8228353213764696,0.8630573248407644,0.854942359229547,0.7298387096774194,0.8630573248407644,0.8630573248407644,0.8516436197025169,0.7613264746955154,0.8782287822878229,0.9596774193548387,0.7674418604651163,0.5,0.8907930107526881,0.714080363097781,testPredProba_S,51,ExtraTreesEntr,0.8922955819690512
[225  23  27  39],0.7490835777126099,0.7609447004608295,0.8407643312101911,0.8374035046523233,0.7490835777126099,0.8407643312101911,0.8407643312101911,0.8389132165605097,0.7546875,0.8928571428571429,0.907258064516129,0.6290322580645161,0.5909090909090909,0.8418255131964809,0.5838139230582301,testPredProba_S,51,NeuralNetFastAI,0.8609087239291322
