ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[219  29  33  33],0.6915322580645161,0.700652841781874,0.802547770700637,0.7982574579040574,0.6915322580645161,0.802547770700637,0.802547770700637,0.8002523885350318,0.6958125,0.8690476190476191,0.8830645161290323,0.532258064516129,0.5,0.8290261485826003,0.5643428189620543,testPredProba_S,83,KNeighborsUnif,0.829857142857143
[219  29  33  33],0.6915322580645161,0.700652841781874,0.802547770700637,0.7982574579040574,0.6915322580645161,0.802547770700637,0.802547770700637,0.8002523885350318,0.6958125,0.8690476190476191,0.8830645161290323,0.532258064516129,0.5,0.8383736559139785,0.5688273097458573,testPredProba_S,83,KNeighborsDist,0.8394761904761904
[226  22  14  52],0.8495845552297165,0.8221846846846848,0.8853503184713376,0.891438572330292,0.8495845552297165,0.8853503184713376,0.8853503184713376,0.8876862721699309,0.8345433255269321,0.9416666666666667,0.9112903225806451,0.7027027027027027,0.7878787878787878,0.9505742913000976,0.8486800020807295,testPredProba_S,83,LightGBMXT,0.9495952380952379
[217  31  14  52],0.8314393939393939,0.7829499817451625,0.856687898089172,0.8736276896817148,0.8314393939393939,0.856687898089172,0.856687898089172,0.8623203040504149,0.802020428465343,0.9393939393939394,0.875,0.6265060240963856,0.7878787878787878,0.9375610948191593,0.8176719171638603,testPredProba_S,83,LightGBM,0.9430238095238096
[238  10  25  41],0.79044477028348,0.8544322672034593,0.8885350318471338,0.883709168925859,0.79044477028348,0.8885350318471338,0.8885350318471338,0.8830258244794498,0.8161807750848846,0.9049429657794676,0.9596774193548387,0.803921568627451,0.6212121212121212,0.9316959921798631,0.8200946064053444,testPredProba_S,83,RandomForestGini,0.932595238095238
[237  11  26  40],0.7808528836754643,0.8427272049504213,0.8821656050955414,0.8765846994146282,0.7808528836754643,0.8821656050955414,0.8821656050955414,0.8763415858782756,0.8056768193754495,0.9011406844106464,0.9556451612903226,0.7843137254901961,0.6060606060606061,0.935208944281525,0.8235775357618542,testPredProba_S,83,RandomForestEntr,0.9390714285714286
[228  20  16  50],0.8384652981427174,0.8243559718969555,0.8853503184713376,0.8881546562448723,0.8384652981427174,0.8853503184713376,0.8853503184713376,0.88657028758373,0.8310616929698709,0.9344262295081968,0.9193548387096774,0.7142857142857143,0.7575757575757576,0.9375610948191594,0.8299179438521785,testPredProba_S,83,CatBoost,0.9467142857142857
[239   9  34  32],0.7242790811339199,0.8279728401679621,0.8630573248407644,0.8554960134888673,0.7242790811339199,0.8630573248407644,0.8630573248407644,0.8503449215912793,0.7577986259350279,0.8754578754578755,0.9637096774193549,0.7804878048780488,0.48484848484848486,0.8972079667644184,0.7358462110813995,testPredProba_S,83,ExtraTreesGini,0.8973928571428573
[242   6  34  32],0.730327468230694,0.8594584286803966,0.8726114649681529,0.8695166329004456,0.730327468230694,0.8726114649681529,0.8726114649681529,0.8588665188072006,0.76952436876101,0.8768115942028986,0.9758064516129032,0.8421052631578947,0.48484848484848486,0.898613147605083,0.7414844581764864,testPredProba_S,83,ExtraTreesEntr,0.8974642857142856
[224  24  21  45],0.7925219941348973,0.7832298136645963,0.856687898089172,0.8591921509672825,0.7925219941348973,0.856687898089172,0.856687898089172,0.8578442138990452,0.7876943881000675,0.9142857142857143,0.9032258064516129,0.6521739130434783,0.6818181818181818,0.89705522971652,0.6833837318317034,testPredProba_S,83,NeuralNetFastAI,0.8973571428571427
[221  27  13  53],0.8470796676441837,0.8034722222222221,0.8726114649681529,0.885182236376504,0.8470796676441837,0.8726114649681529,0.8726114649681529,0.8768690934907885,0.8215199226965271,0.9444444444444444,0.8911290322580645,0.6625,0.803030303030303,0.937866568914956,0.7828697818956503,testPredProba_S,83,XGBoost,0.9428809523809525
[233  15  40  26],0.666727761485826,0.743813097471634,0.8248407643312102,0.8073779050942325,0.666727761485826,0.8248407643312102,0.8248407643312102,0.8085807136632641,0.6902075448006171,0.8534798534798534,0.9395161290322581,0.6341463414634146,0.3939393939393939,0.8822702834799611,0.6177793630342442,testPredProba_S,83,NeuralNetTorch,0.8930238095238096
[236  12  17  49],0.8470185728250245,0.8680425063176311,0.9076433121019108,0.9055807701339796,0.8470185728250245,0.9076433121019108,0.9076433121019108,0.9062861287806052,0.8568846558850802,0.932806324110672,0.9516129032258065,0.8032786885245902,0.7424242424242424,0.9130620723362659,0.8384679910076805,testPredProba_S,83,LightGBMLarge,0.9239285714285714
[226  22  16  50],0.8344330400782014,0.8141643709825528,0.8789808917197452,0.8835561755364882,0.8344330400782014,0.8789808917197452,0.8789808917197452,0.8808708085837491,0.8235433303756285,0.9338842975206612,0.9112903225806451,0.6944444444444444,0.7575757575757576,0.9418988269794721,0.8437319752753739,testPredProba_S,83,CatBoost_r177,0.9506190476190476
