ConfusionMatrix,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Precision_0,Recall_0,Precision_1,Recall_1,Roc_auc,PR_auc,Tipo,Seed,ModelName,Roc_auc_byFold
[215  33  33  33],0.6834677419354839,0.6834677419354839,0.7898089171974523,0.7898089171974523,0.6834677419354839,0.7898089171974523,0.7898089171974523,0.7898089171974523,0.6834677419354839,0.8669354838709677,0.8669354838709677,0.5,0.5,0.8250244379276638,0.5017029032744406,testPredProba_S,51,KNeighborsUnif,0.8277142857142857
[215  33  33  33],0.6834677419354839,0.6834677419354839,0.7898089171974523,0.7898089171974523,0.6834677419354839,0.7898089171974523,0.7898089171974523,0.7898089171974523,0.6834677419354839,0.8669354838709677,0.8669354838709677,0.5,0.5,0.8339748289345064,0.5111140783378674,testPredProba_S,51,KNeighborsDist,0.8339761904761905
[221  27  17  49],0.8167766373411535,0.7866541353383458,0.8598726114649682,0.868911929505292,0.8167766373411535,0.8598726114649682,0.8598726114649682,0.8633650346418107,0.7998029328232771,0.9285714285714286,0.8911290322580645,0.6447368421052632,0.7424242424242424,0.9365224828934506,0.7616828236244462,testPredProba_S,51,LightGBMXT,0.9390714285714287
[225  23  18  48],0.8172653958944281,0.8009911319770475,0.8694267515923567,0.8734055666862699,0.8172653958944281,0.8694267515923567,0.8694267515923567,0.8711446418630803,0.8086134360087414,0.9259259259259259,0.907258064516129,0.676056338028169,0.7272727272727273,0.9298020527859238,0.7674321557994809,testPredProba_S,51,LightGBM,0.9383095238095238
[238  10  30  36],0.7525659824046921,0.8353341985723557,0.8726114649681529,0.8658948403923337,0.7525659824046921,0.8726114649681529,0.8726114649681529,0.8637062586847805,0.7826688815060908,0.8880597014925373,0.9596774193548387,0.782608695652174,0.5454545454545454,0.938324780058651,0.7577580515567348,testPredProba_S,51,RandomForestGini,0.9442857142857143
[234  14  25  41],0.7823802541544478,0.8244647244647245,0.8757961783439491,0.8702604333177582,0.7823802541544478,0.8757961783439491,0.8757961783439491,0.8714979288227696,0.8003814367450731,0.9034749034749034,0.9435483870967742,0.7454545454545455,0.6212121212121212,0.9396688660801564,0.7660082185253366,testPredProba_S,51,RandomForestEntr,0.9396904761904761
[222  26  14  52],0.8415200391006843,0.8036723163841808,0.8726114649681529,0.8830832343733132,0.8415200391006843,0.8726114649681529,0.8726114649681529,0.8763401238792091,0.8197887970615243,0.940677966101695,0.8951612903225806,0.6666666666666666,0.7878787878787878,0.9536901270772238,0.8373808600035441,testPredProba_S,51,CatBoost,0.9547380952380952
[238  10  35  31],0.7146871945259042,0.8139462163852408,0.856687898089172,0.8474763287564282,0.7146871945259042,0.856687898089172,0.856687898089172,0.8433842202699433,0.7465334457459594,0.8717948717948718,0.9596774193548387,0.7560975609756098,0.4696969696969697,0.8994073802541543,0.7064477074685388,testPredProba_S,51,ExtraTreesGini,0.9082380952380952
[237  11  33  33],0.7278225806451613,0.8138888888888889,0.8598726114649682,0.8509200283085633,0.7278225806451613,0.8598726114649682,0.8598726114649682,0.8488355507463788,0.7575289575289574,0.8777777777777778,0.9556451612903226,0.75,0.5,0.8986436950146628,0.6945959411045519,testPredProba_S,51,ExtraTreesEntr,0.8998571428571429
[226  22  23  43],0.7814027370478983,0.7845844918134075,0.856687898089172,0.8559041654122613,0.7814027370478983,0.856687898089172,0.856687898089172,0.8562850824986873,0.7829726450304882,0.9076305220883534,0.9112903225806451,0.6615384615384615,0.6515151515151515,0.9075024437927663,0.7022724013231962,testPredProba_S,51,NeuralNetFastAI,0.907642857142857
