Model,Nvariables,nFolds,Seed,Balanced_accuracy,Precision_macro,Precision_micro,Precision_weighted,Recall_macro,Recall_micro,Recall_weighted,F1_weighted,F1_macro,Roc_auc,PR_auc,Log_loss,ROC_AUC
RandomForest_r127,8,5,7,0.8757961783439491,0.8081264726834347,0.8757961783439491,,0.8435361681329423,0.8757961783439491,0.8757961783439491,0.8791647514610282,0.8234301780693534,,0.7890918229772516,0.38083628755731164,0.9233870967741935
RandomForest_r15,8,5,7,0.8757961783439491,0.8110913930789707,0.8757961783439491,,0.8212976539589443,0.8757961783439491,0.8757961783439491,0.8767983187125058,0.8160018030200586,,0.7932704544915464,0.270286680334628,0.9300464320625611
RandomForest_r16,8,5,7,0.8885350318471338,0.8401794616151546,0.8885350318471338,,0.8126832844574781,0.8885350318471338,0.8885350318471338,0.8861896139089033,0.8252087475149106,,0.7905218514041759,0.3564231019131864,0.9294660312805474
RandomForest_r166,8,5,7,0.8885350318471338,0.8465075465075464,0.8885350318471338,,0.8015640273704789,0.8885350318471338,0.8885350318471338,0.8846776284306906,0.8208551355404502,,0.7928731725442555,0.25982406836207816,0.9329484359726296
RandomForest_r195,8,5,7,0.8821656050955414,0.8324459007440781,0.8821656050955414,,0.7975317693059629,0.8821656050955414,0.8821656050955414,0.8789046001073619,0.8129598325686227,,0.8009824662890874,0.2577127007661846,0.9341397849462365
RandomForest_r34,8,5,7,0.7261146496815286,0.7068248532289628,0.7261146496815286,,0.8099340175953079,0.7261146496815286,0.7261146496815286,0.7514560010353785,0.69380442670537,,0.7058161877485336,0.44327253952088563,0.8870356793743891
RandomForest_r39,8,5,7,0.8821656050955414,0.8252387276291658,0.8821656050955414,,0.8142106549364614,0.8821656050955414,0.8821656050955414,0.8811496493208606,0.8195149989902286,,0.7960485398278611,0.2623713922426629,0.9317570869990225
XGBoost,8,5,7,0.8694267515923567,0.799263498119006,0.8694267515923567,,0.8450635386119256,0.8694267515923567,0.8694267515923567,0.8740526866095566,0.8179246750675322,,0.7734773548534739,0.30108083086484855,0.9247922776148584
XGBoost_r194,8,5,7,0.8662420382165605,0.7956446348429213,0.8662420382165605,,0.8541666666666667,0.8662420382165605,0.8662420382165605,0.8722318629094279,0.8177244582043344,,0.776381868590643,0.29723287928437997,0.9303519061583576
XGBoost_r22,8,5,7,0.8694267515923567,0.799263498119006,0.8694267515923567,,0.8450635386119256,0.8694267515923567,0.8694267515923567,0.8740526866095566,0.8179246750675322,,0.772188890826631,0.2972533217776425,0.9287023460410558
XGBoost_r31,8,5,7,0.8694267515923567,0.7993271788452512,0.8694267515923567,,0.8506231671554252,0.8694267515923567,0.8694267515923567,0.8745584992459335,0.8196186126017571,,0.7984954646383504,0.2858627137074757,0.936766862170088
XGBoost_r33,8,5,7,0.8598726114649682,0.7866541353383458,0.8598726114649682,,0.8167766373411535,0.8598726114649682,0.8598726114649682,0.8633650346418107,0.7998029328232771,,0.7586847642487448,0.2992869636589167,0.9227150537634409
XGBoost_r34,8,5,7,0.8598726114649682,0.7866541353383458,0.8598726114649682,,0.8167766373411535,0.8598726114649682,0.8598726114649682,0.8633650346418107,0.7998029328232771,,0.7616253089607474,0.2964211134982765,0.926014173998045
XGBoost_r49,8,5,7,0.8630573248407644,0.790869916509561,0.8630573248407644,,0.8299120234604105,0.8630573248407644,0.8630573248407644,0.8673532205689695,0.8072106803740986,,0.7702660796674758,0.29436686165307735,0.9272360703812317
XGBoost_r89,8,5,7,0.8503184713375797,0.7743072113601441,0.8503184713375797,,0.8162878787878788,0.8503184713375797,0.8503184713375797,0.8556213724548575,0.7912795055652199,,0.7577350596807142,0.30631596767028996,0.9208211143695014
XGBoost_r95,8,5,7,0.8598726114649682,0.786900756938604,0.8598726114649682,,0.833455522971652,0.8598726114649682,0.8598726114649682,0.8651116084237103,0.805518018018018,,0.7495620996191402,0.3059940527965496,0.9271749755620724
XGBoost_r98,8,5,7,0.8630573248407644,0.7911018131101812,0.8630573248407644,,0.8187927663734116,0.8630573248407644,0.8630573248407644,0.8661624516880553,0.8033698865539487,,0.7627080414095229,0.2991963289335947,0.9217986314760509
CatBoost,8,5,11,0.8598726114649682,0.7866541353383458,0.8598726114649682,,0.8167766373411535,0.8598726114649682,0.8598726114649682,0.8633650346418107,0.7998029328232771,,0.7956944449158888,0.2897325084117557,0.9293132942326491
CatBoost_r12,8,5,11,0.8503184713375797,0.7735843793584379,0.8503184713375797,,0.7996089931573802,0.8503184713375797,0.8503184713375797,0.8537124471939209,0.78507871321013,,0.7730967903757443,0.30529348129039235,0.9243646138807429
CatBoost_r128,8,5,11,0.8598726114649682,0.7868243243243244,0.8598726114649682,,0.811217008797654,0.8598726114649682,0.8598726114649682,0.8627276659854711,0.7977751756440281,,0.781410289374414,0.31213246010052964,0.916177908113392
CatBoost_r13,8,5,11,0.8598726114649682,0.7868243243243244,0.8598726114649682,,0.811217008797654,0.8598726114649682,0.8598726114649682,0.8627276659854711,0.7977751756440281,,0.7953122791579167,0.29631890191105675,0.9313294232649072
CatBoost_r137,8,5,11,0.8694267515923567,0.8003467288125959,0.8694267515923567,,0.8228250244379276,0.8694267515923567,0.8694267515923567,0.8717799938471325,0.8105956952229627,,0.7922855452590318,0.28440513535995593,0.9322458455522972
CatBoost_r143,8,5,11,0.8630573248407644,0.7914227249474223,0.8630573248407644,,0.813233137829912,0.8630573248407644,0.8630573248407644,0.8655253594006511,0.801356460843595,,0.7974231790763232,0.29361355298621267,0.9303519061583578
CatBoost_r163,8,5,11,0.8535031847133758,0.7783119658119658,0.8535031847133758,,0.8183040078201369,0.8535031847133758,0.8535031847133758,0.8583994575144067,0.7947479111010061,,0.7895231579987289,0.2860521637098421,0.9352394916911047
CatBoost_r167,8,5,11,0.8630573248407644,0.7918912652871964,0.8630573248407644,,0.8076735092864125,0.8630573248407644,0.8630573248407644,0.8648590146368891,0.7992775060579482,,0.7952448477602295,0.2994931386047079,0.9304130009775172
CatBoost_r177,8,5,11,0.8662420382165605,0.7956644144144145,0.8662420382165605,,0.8208088954056696,0.8662420382165605,0.8662420382165605,0.868967317531586,0.8069672131147541,,0.7893346621171715,0.3062478208141932,0.923998044965787
CatBoost_r180,8,5,11,0.8694267515923567,0.7993266900080798,0.8694267515923567,,0.8395039100684262,0.8694267515923567,0.8694267515923567,0.8735228382169242,0.8161776254729778,,0.8210987506639102,0.2882795817491166,0.9372556207233627
CatBoost_r198,8,5,11,0.8630573248407644,0.7911018131101812,0.8630573248407644,,0.8187927663734116,0.8630573248407644,0.8630573248407644,0.8661624516880553,0.8033698865539487,,0.7953697160471854,0.2943461790809246,0.9285801564027371
CatBoost_r49,8,5,11,0.8662420382165605,0.7951434159061277,0.8662420382165605,,0.8319281524926686,0.8662420382165605,0.8662420382165605,0.8701571300731694,0.8107782369146006,,0.7907529239318424,0.2863673385345812,0.9312072336265884
CatBoost_r5,8,5,11,0.8757961783439491,0.8077834635065985,0.8757961783439491,,0.8490957966764419,0.8757961783439491,0.8757961783439491,0.8796924558648792,0.825144570571857,,0.798113513014159,0.2789081532474728,0.9350562072336266
CatBoost_r50,8,5,11,0.8375796178343949,0.7610237203495631,0.8375796178343949,,0.8193426197458455,0.8375796178343949,0.8375796178343949,0.8456812523918473,0.7815726658937462,,0.8180795533495615,0.30066275069017767,0.9283357771260996
CatBoost_r6,8,5,11,0.8598726114649682,0.786900756938604,0.8598726114649682,,0.833455522971652,0.8598726114649682,0.8598726114649682,0.8651116084237103,0.805518018018018,,0.8152425630881719,0.29475081108407875,0.9312072336265884
CatBoost_r60,8,5,11,0.856687898089172,0.7823168392788646,0.856687898089172,,0.8147605083088953,0.856687898089172,0.856687898089172,0.8605747132242634,0.7962655900800231,,0.792678784520878,0.2969660420072206,0.9310850439882696
CatBoost_r69,8,5,11,0.8694267515923567,0.799523261548578,0.8694267515923567,,0.8339442815249267,0.8694267515923567,0.8694267515923567,0.8729680720487734,0.8143753154062432,,0.7944871404459005,0.2761317946270406,0.9368890518084068
CatBoost_r70,8,5,11,0.8662420382165605,0.7953339230429014,0.8662420382165605,,0.8263685239491692,0.8662420382165605,0.8662420382165605,0.8695757148853647,0.8089027995131282,,0.7981771431908868,0.2880393578293043,0.9309628543499511
CatBoost_r86,8,5,11,0.8694267515923567,0.8003467288125959,0.8694267515923567,,0.8228250244379276,0.8694267515923567,0.8694267515923567,0.8717799938471325,0.8105956952229627,,0.7967212698405416,0.29832588784607295,0.926014173998045
CatBoost_r9,8,5,11,0.8757961783439491,0.8092707326777695,0.8757961783439491,,0.8324169110459433,0.8757961783439491,0.8757961783439491,0.8780346282936139,0.8198349296023304,,0.8077968208026526,0.29757832089614494,0.9323680351906158
ExtraTreesEntr,8,5,11,0.8789808917197452,0.8480694354315379,0.8789808917197452,,0.7621578690127078,0.8789808917197452,0.8789808917197452,0.8705209457505413,0.7935354374307863,,0.779036200046024,0.30582304821231454,0.9076857282502444
ExtraTreesGini,8,5,11,0.8853503184713376,0.8608046722907203,0.8853503184713376,,0.7717497556207233,0.8853503184713376,0.8853503184713376,0.8773356328163023,0.8044019933554818,,0.7675944037392993,0.30856881021891475,0.9037756598240468
ExtraTrees_r126,8,5,11,0.8312101910828026,0.7479039947394377,0.8312101910828026,,0.7763929618768328,0.8312101910828026,0.8312101910828026,0.8357879955752436,0.7600461394275828,,0.7711187077085241,0.36744260229061815,0.904875366568915
ExtraTrees_r172,8,5,11,0.8439490445859873,0.7654995960140049,0.8439490445859873,,0.8011363636363636,0.8439490445859873,0.8439490445859873,0.8488443676251046,0.7803098450774613,,0.790785986782743,0.3271022984798824,0.9188049853372433
ExtraTrees_r178,8,5,11,0.8375796178343949,0.7576696868542362,0.8375796178343949,,0.7971041055718475,0.8375796178343949,0.8375796178343949,0.8433338296850581,0.7735160592303449,,0.7846243235180651,0.34017994930094914,0.915261485826002
ExtraTrees_r197,8,5,11,0.8949044585987261,0.8661373294564974,0.8949044585987261,,0.8000366568914956,0.8949044585987261,0.8949044585987261,0.8897100630806241,0.8266847307943198,,0.7909087586786759,0.2789654352442942,0.9218597262952102
ExtraTrees_r4,8,5,11,0.7866242038216561,0.7184381293354218,0.7866242038216561,,0.7982038123167156,0.7866242038216561,0.7866242038216561,0.8027118371708577,0.7346199936928414,,0.7591252795921171,0.4547618285388628,0.8998655913978495
ExtraTrees_r42,8,5,11,0.8949044585987261,0.876842776316838,0.8949044585987261,,0.7889173998044966,0.8949044585987261,0.8949044585987261,0.8880076483467892,0.8219434659334994,,0.7894205400798662,0.280006907402912,0.9213404203323559
ExtraTrees_r49,8,5,11,0.8853503184713376,0.8608046722907203,0.8853503184713376,,0.7717497556207233,0.8853503184713376,0.8853503184713376,0.8773356328163023,0.8044019933554818,,0.7675944037392993,0.30856881021891475,0.9037756598240468
KNeighborsDist,8,5,11,0.8280254777070064,0.7426238738738739,0.8280254777070064,,0.7632575757575757,0.8280254777070064,0.8280254777070064,0.8315294082548964,0.7518149882903982,,0.6471074201285689,0.8376683680270329,0.8808345552297165
KNeighborsUnif,8,5,11,0.8280254777070064,0.7426238738738739,0.8280254777070064,,0.7632575757575757,0.8280254777070064,0.8280254777070064,0.8315294082548964,0.7518149882903982,,0.6043998967916318,0.8411906481474751,0.8731060606060606
LightGBM,8,5,11,0.8407643312101911,0.7628364389233955,0.8407643312101911,,0.8102394916911047,0.8407643312101911,0.8407643312101911,0.8473203102097379,0.7810320781032078,,0.7951939189515629,0.31103750407993014,0.9287634408602151
LightGBMLarge,8,5,11,0.8757961783439491,0.8110913930789707,0.8757961783439491,,0.8212976539589443,0.8757961783439491,0.8757961783439491,0.8767983187125058,0.8160018030200586,,0.7312615747821557,0.317002638908805,0.8847140762463342
LightGBMXT,8,5,11,0.8471337579617835,0.772375301689461,0.8471337579617835,,0.8309506353861192,0.8471337579617835,0.8471337579617835,0.8545052464265558,0.7935229327634391,,0.8041051973818805,0.3086014285763071,0.9294965786901271
LightGBM_r121,8,5,11,0.8535031847133758,0.7783119658119658,0.8535031847133758,,0.8183040078201369,0.8535031847133758,0.8535031847133758,0.8583994575144067,0.7947479111010061,,0.7832745532381749,0.3107235723403746,0.9224706744868034
LightGBM_r130,8,5,11,0.8152866242038217,0.7454212454212454,0.8152866242038217,,0.8274682306940371,0.8152866242038217,0.8152866242038217,0.8282682783568744,0.766092987413306,,0.7458204005927773,0.3601604404833454,0.9116874389051808
LightGBM_r131,8,5,11,0.8407643312101911,0.7636168910648715,0.8407643312101911,,0.8157991202346041,0.8407643312101911,0.8407643312101911,0.8478950748921762,0.7830053073861123,,0.8148698402346612,0.30396690036967106,0.9318792766373412
LightGBM_r135,8,5,11,0.8089171974522293,0.7328987150415722,0.8089171974522293,,0.801197458455523,0.8089171974522293,0.8089171974522293,0.8209703599342165,0.7524179983179142,,0.7352049471517133,0.35211772082592135,0.9120845552297165
LightGBM_r143,8,5,11,0.8471337579617835,0.7703952901597981,0.8471337579617835,,0.8142717497556207,0.8471337579617835,0.8471337579617835,0.8528490273713205,0.7878378378378379,,0.8012563900827303,0.30685931673194594,0.9299242424242424
LightGBM_r15,8,5,11,0.8503184713375797,0.7735747172170749,0.8503184713375797,,0.7940493646138808,0.8503184713375797,0.8503184713375797,0.8530160905076883,0.7828779920848596,,0.7821391822219398,0.3159976907251037,0.9154447702834799
LightGBM_r161,8,5,11,0.8471337579617835,0.7703952901597981,0.8471337579617835,,0.8142717497556207,0.8471337579617835,0.8471337579617835,0.8528490273713205,0.7878378378378379,,0.7925930360869785,0.3164939856660719,0.9236314760508308
LightGBM_r188,8,5,11,0.856687898089172,0.782625973613098,0.856687898089172,,0.8258797653958945,0.856687898089172,0.856687898089172,0.8617651438397572,0.8001612287326574,,0.8145896950991429,0.2925250453512477,0.9310239491691105
LightGBM_r196,8,5,11,0.8471337579617835,0.7732142857142856,0.8471337579617835,,0.8365102639296188,0.8471337579617835,0.8471337579617835,0.8550062697747035,0.7953063885267275,,0.8010867817332892,0.3016727273578338,0.9277859237536658
LightGBM_r30,8,5,11,0.8439490445859873,0.7697974671068841,0.8439490445859873,,0.8344941348973607,0.8439490445859873,0.8439490445859873,0.852232004002867,0.7919320594479831,,0.8198547392651063,0.30663109110616193,0.9321236559139785
LightGBM_r42,8,5,11,0.8343949044585988,0.7612289755351682,0.8343949044585988,,0.834005376344086,0.8343949044585988,0.8343949044585988,0.8443980734787438,0.7837121814231971,,0.7965199463357352,0.3150772247674142,0.9254032258064516
LightGBM_r94,8,5,11,0.8312101910828026,0.7555344718532575,0.8312101910828026,,0.8208699902248289,0.8312101910828026,0.8312101910828026,0.840682846006546,0.7768301350390903,,0.771720166196355,0.338893850317008,0.9166055718475073
LightGBM_r96,8,5,11,0.7961783439490446,0.7258708272859216,0.7961783439490446,,0.8042521994134897,0.7961783439490446,0.7961783439490446,0.8109389901950848,0.7437780497756018,,0.7503851294649129,0.3792426760741414,0.9036534701857284
NeuralNetFastAI,8,5,11,0.8375796178343949,0.7554834723509423,0.8375796178343949,,0.7526270772238515,0.8375796178343949,0.8375796178343949,0.8371230934985123,0.7540356643678867,,0.7204025717716009,0.3454389269237955,0.8969330400782014
NeuralNetFastAI_r100,8,5,11,0.8503184713375797,0.7737136281440079,0.8503184713375797,,0.8051686217008798,0.8503184713375797,0.8503184713375797,0.8543780338120085,0.787210727416913,,0.7148522898149678,0.4379606305276882,0.8596041055718474
NeuralNetFastAI_r102,8,5,11,0.8662420382165605,0.7985703812316716,0.8662420382165605,,0.7985703812316716,0.8662420382165605,0.8662420382165605,0.8662420382165605,0.7985703812316716,,0.7770088326747331,0.306948190623164,0.91727761485826
NeuralNetFastAI_r103,8,5,11,0.8726114649681529,0.8151939655172413,0.8726114649681529,,0.7859237536656891,0.8726114649681529,0.8726114649681529,0.8695131775057806,0.7990271377368151,,0.7645272731873665,0.29447010968689896,0.9168499511241447
NeuralNetFastAI_r11,8,5,11,0.8089171974522293,0.7280160595377987,0.8089171974522293,,0.7845185728250245,0.8089171974522293,0.8089171974522293,0.8193539311868611,0.7462967950444385,,0.6758255559672572,0.49709637430427644,0.8673020527859238
NeuralNetFastAI_r111,8,5,11,0.8471337579617835,0.7718503937007875,0.8471337579617835,,0.7531158357771262,0.8471337579617835,0.8471337579617835,0.844407628811415,0.7617150445835705,,0.698217653215653,0.3271804214376843,0.9138563049853372
NeuralNetFastAI_r127,8,5,11,0.8407643312101911,0.7600430416068866,0.8407643312101911,,0.7657624633431085,0.8407643312101911,0.8407643312101911,0.8416303176861766,0.7628255483715028,,0.7195517889606177,0.3342400750515875,0.905975073313783
NeuralNetFastAI_r134,8,5,11,0.8503184713375797,0.7748841519925858,0.8503184713375797,,0.7718108504398826,0.8503184713375797,0.8503184713375797,0.8498977528319624,0.7733269848096211,,0.7210531998502243,0.4165979839711358,0.8982160312805474
NeuralNetFastAI_r138,8,5,11,0.8535031847133758,0.7790890269151138,0.8535031847133758,,0.8294232649071358,0.8535031847133758,0.8535031847133758,0.859534685392959,0.7985495118549513,,0.72154166041553,0.42503275178865113,0.868096285434995
NeuralNetFastAI_r143,8,5,11,0.8662420382165605,0.8271043771043771,0.8662420382165605,,0.7374144672531769,0.8662420382165605,0.8662420382165605,0.8557066620760888,0.7685503685503685,,0.7740447392306627,0.2745068442681818,0.9275415444770284
NeuralNetFastAI_r145,8,5,11,0.8726114649681529,0.8034062237174096,0.8726114649681529,,0.8526392961876833,0.8726114649681529,0.8726114649681529,0.8773741894761001,0.8231981981981982,,0.7606172355933098,0.3964355663795042,0.885386119257087
NeuralNetFastAI_r156,8,5,11,0.8535031847133758,0.781041986687148,0.8535031847133758,,0.7682673509286413,0.8535031847133758,0.8535031847133758,0.8518001592356687,0.7743125,,0.7395620603295875,0.3405456944686993,0.9004765395894428
NeuralNetFastAI_r160,8,5,11,0.8184713375796179,0.7432419592379685,0.8184713375796179,,0.8128054740957966,0.8184713375796179,0.8184713375796179,0.8296823101871752,0.7638630516524837,,0.7021161377514381,0.4318000276410279,0.8925342130987293
NeuralNetFastAI_r172,8,5,11,0.8407643312101911,0.7644586894586894,0.8407643312101911,,0.7268450635386119,0.8407643312101911,0.8407643312101911,0.8346832840162495,0.7424540682414698,,0.7238481299829693,0.3455151046100002,0.8934506353861192
NeuralNetFastAI_r187,8,5,11,0.8535031847133758,0.7868233618233618,0.8535031847133758,,0.7460288367546432,0.8535031847133758,0.8535031847133758,0.8479086212949497,0.7630577427821523,,0.7286728814318402,0.30668110214257704,0.9124511241446727
NeuralNetFastAI_r191,8,5,11,0.8471337579617835,0.7709933435739887,0.8471337579617835,,0.7586754643206256,0.8471337579617835,0.8471337579617835,0.8453566878980892,0.7645,,0.6973035505664427,0.43317149235444863,0.8960777126099706
NeuralNetFastAI_r194,8,5,11,0.8789808917197452,0.821236559139785,0.8789808917197452,,0.8066348973607038,0.8789808917197452,0.8789808917197452,0.8775740445859874,0.8135625,,0.7543417693180139,0.3248302346318837,0.8995601173020528
NeuralNetFastAI_r37,8,5,11,0.8439490445859873,0.7724968314321926,0.8439490445859873,,0.7233015640273704,0.8439490445859873,0.8439490445859873,0.8362361542712298,0.7426530851188385,,0.6719529000475299,0.34122612839140287,0.9000488758553274
NeuralNetFastAI_r4,8,5,11,0.8503184713375797,0.7739426205264714,0.8503184713375797,,0.7829301075268817,0.8503184713375797,0.8503184713375797,0.8515261789612251,0.7782585831267372,,0.7386192301014453,0.33537356957126346,0.9053641251221897
NeuralNetFastAI_r65,8,5,11,0.8598726114649682,0.7866541353383458,0.8598726114649682,,0.8167766373411535,0.8598726114649682,0.8598726114649682,0.8633650346418107,0.7998029328232771,,0.7373802694976221,0.34755756150753436,0.9117179863147605
NeuralNetFastAI_r69,8,5,11,0.8757961783439491,0.8244647244647245,0.8757961783439491,,0.7823802541544478,0.8757961783439491,0.8757961783439491,0.8714979288227696,0.8003814367450731,,0.7559578146205369,0.3437707623809945,0.885019550342131
NeuralNetFastAI_r88,8,5,11,0.8471337579617835,0.7843932511356262,0.8471337579617835,,0.7141984359726296,0.8471337579617835,0.8471337579617835,0.8364475104217364,0.739202657807309,,0.7325980648986975,0.39555387814220005,0.905241935483871
NeuralNetFastAI_r95,8,5,11,0.8853503184713376,0.8363415948275862,0.8853503184713376,,0.8051075268817205,0.8853503184713376,0.8853503184713376,0.8825618597552027,0.8191244239631337,,0.7725164502790524,0.35163310551755733,0.8721285434995112
NeuralNetTorch,8,5,11,0.8407643312101911,0.7623248922413793,0.8407643312101911,,0.7379643206256109,0.8407643312101911,0.8407643312101911,0.836891471882226,0.748783922171019,,0.6940489026176215,0.3198839308781246,0.9097629521016618
NeuralNetTorch_r1,8,5,11,0.8471337579617835,0.7692037470725995,0.8471337579617835,,0.7809139784946236,0.8471337579617835,0.8471337579617835,0.8487603834449734,0.7747489239598279,,0.7134172388072236,0.4061712688044562,0.8894183773216031
NeuralNetTorch_r121,8,5,11,0.821656050955414,0.7306893687707641,0.821656050955414,,0.7036290322580645,0.821656050955414,0.821656050955414,0.8161091647024884,0.715155834899242,,0.7280837831854708,0.3897391512748395,0.9035312805474096
NeuralNetTorch_r135,8,5,11,0.8280254777070064,0.7432551968155683,0.8280254777070064,,0.7688172043010753,0.8280254777070064,0.8280254777070064,0.8323116334240402,0.7543035993740219,,0.6287921068677307,0.3857306827556224,0.8874633431085044
NeuralNetTorch_r14,8,5,11,0.8407643312101911,0.7615485564304462,0.8407643312101911,,0.7435239491691105,0.8407643312101911,0.8407643312101911,0.8379246133452238,0.7517865047745526,,0.6662600195728897,0.32957328360459903,0.9062805474095796
NeuralNetTorch_r143,8,5,11,0.8471337579617835,0.7692945599292349,0.8471337579617835,,0.7975928641251222,0.8471337579617835,0.8471337579617835,0.8509436741547025,0.781603199443575,,0.7110400268241883,0.3411551422616032,0.8927174975562072
NeuralNetTorch_r158,8,5,11,0.8248407643312102,0.7360827927092988,0.8248407643312102,,0.7334433040078201,0.8248407643312102,0.8248407643312102,0.8243484341650624,0.7347443439261523,,0.6206940935621673,0.3858999060892497,0.8786045943304008
NeuralNetTorch_r185,8,5,11,0.8535031847133758,0.778648023549201,0.8535031847133758,,0.8238636363636364,0.8535031847133758,0.8535031847133758,0.8589803178975153,0.7966779279279279,,0.7198733565751133,0.4101649348844511,0.8817204301075269
NeuralNetTorch_r19,8,5,11,0.8535031847133758,0.7889019377568995,0.8535031847133758,,0.7404692082111437,0.8535031847133758,0.8535031847133758,0.8468234362729222,0.7599867065470256,,0.7269596679571623,0.3198353189483137,0.9114736070381231
NeuralNetTorch_r197,8,5,11,0.8375796178343949,0.7553682342502219,0.8375796178343949,,0.7637463343108504,0.8375796178343949,0.8375796178343949,0.8388901090855847,0.7593869731800766,,0.6689939440275245,0.3473146383437016,0.9026759530791788
NeuralNetTorch_r22,8,5,11,0.8407643312101911,0.760304054054054,0.8407643312101911,,0.7824413489736071,0.8407643312101911,0.8407643312101911,0.8440087113471264,0.7701990632318502,,0.6536518149350752,0.37598645634345934,0.898154936461388
NeuralNetTorch_r30,8,5,11,0.8280254777070064,0.7416276346604216,0.8280254777070064,,0.7521383186705768,0.8280254777070064,0.8280254777070064,0.8298554313755951,0.7465925394548063,,0.6782364599192212,0.36573514986969397,0.8947336265884653
NeuralNetTorch_r31,8,5,11,0.8535031847133758,0.7783119658119658,0.8535031847133758,,0.8183040078201369,0.8535031847133758,0.8535031847133758,0.8583994575144067,0.7947479111010061,,0.7189078415770186,0.36585367038970396,0.9189271749755621
NeuralNetTorch_r36,8,5,11,0.8407643312101911,0.760304054054054,0.8407643312101911,,0.7824413489736071,0.8407643312101911,0.8407643312101911,0.8440087113471264,0.7701990632318502,,0.7351320186328654,0.3197315629776524,0.9089687194525904
NeuralNetTorch_r41,8,5,11,0.8248407643312102,0.7359888046965664,0.8248407643312102,,0.7112047898338221,0.8248407643312102,0.8248407643312102,0.8199933244839165,0.7219673186830878,,0.6334415032286781,0.4074272212390656,0.856243890518084
NeuralNetTorch_r71,8,5,11,0.8439490445859873,0.7656674887750585,0.8439490445859873,,0.7566593352883675,0.8439490445859873,0.8439490445859873,0.8426035896411398,0.7609793229870594,,0.7156069540027106,0.3241689833382034,0.9099462365591398
NeuralNetTorch_r76,8,5,11,0.8503184713375797,0.7923585295332507,0.8503184713375797,,0.7162145650048877,0.8503184713375797,0.8503184713375797,0.8391993614923551,0.7428337428337428,,0.7188213939233287,0.33082954555388344,0.9075024437927663
NeuralNetTorch_r79,8,5,11,0.8407643312101911,0.7628364389233955,0.8407643312101911,,0.8102394916911047,0.8407643312101911,0.8407643312101911,0.8473203102097379,0.7810320781032078,,0.7537256331694113,0.3177718494270072,0.9173998044965788
NeuralNetTorch_r86,8,5,11,0.8312101910828026,0.7502887947631883,0.8312101910828026,,0.6985581622678396,0.8312101910828026,0.8312101910828026,0.8215311348311392,0.7179082973133316,,0.6726928109506713,0.628212820095626,0.8726173020527859
NeuralNetTorch_r87,8,5,11,0.8630573248407644,0.7954531082021121,0.8630573248407644,,0.7854349951124144,0.8630573248407644,0.8630573248407644,0.8618766194810003,0.7902471609886439,,0.7039161795191778,0.4328639595261513,0.8968108504398827
NeuralNetTorch_r89,8,5,11,0.8471337579617835,0.7709627329192547,0.8471337579617835,,0.8198313782991202,0.8471337579617835,0.8471337579617835,0.8534274978013484,0.7897907949790794,,0.7333280182366494,0.3543841215159352,0.9059139784946237
RandomForestEntr,8,5,11,0.8949044585987261,0.8615990746764983,0.8949044585987261,,0.8055962854349952,0.8949044585987261,0.8949044585987261,0.8905060303500224,0.8289280348681712,,0.8112323400226684,0.26230328385774165,0.9323374877810361
RandomForestGini,8,5,11,0.8885350318471338,0.8591066615325376,0.8885350318471338,,0.7848851417399805,0.8885350318471338,0.8885350318471338,0.8821432022469786,0.8137130265276717,,0.8137725594340701,0.2625505842248916,0.9324291300097751
RandomForest_r127,8,5,11,0.856687898089172,0.7824131430110424,0.856687898089172,,0.8203201368523949,0.856687898089172,0.856687898089172,0.8611836029210145,0.7982437352752196,,0.81114948149307,0.28731358090704157,0.928030303030303
RandomForest_r15,8,5,11,0.8726114649681529,0.8059718969555035,0.8726114649681529,,0.8192815249266863,0.8726114649681529,0.8726114649681529,0.8739669862041446,0.8122907699665232,,0.8211734758660911,0.26139325589225776,0.934200879765396
RandomForest_r16,8,5,11,0.8885350318471338,0.8401794616151546,0.8885350318471338,,0.8126832844574781,0.8885350318471338,0.8885350318471338,0.8861896139089033,0.8252087475149106,,0.8060974364109512,0.3570264963437656,0.927480449657869
RandomForest_r166,8,5,11,0.8789808917197452,0.8284883720930232,0.8789808917197452,,0.7899560117302054,0.8789808917197452,0.8789808917197452,0.8752169331909743,0.8067128879673426,,0.8183026512269312,0.25391287325725287,0.9357282502443792
RandomForest_r195,8,5,11,0.8821656050955414,0.8297441010302427,0.8821656050955414,,0.8030913978494624,0.8821656050955414,0.8821656050955414,0.8796861632751263,0.8152206759443339,,0.8143186861982424,0.2561141355676135,0.9334371945259042
RandomForest_r34,8,5,11,0.7197452229299363,0.7038016932595246,0.7197452229299363,,0.8059017595307918,0.7197452229299363,0.7197452229299363,0.7456841950277119,0.688112330127771,,0.7134967708552016,0.44332475510631936,0.8901820625610949
RandomForest_r39,8,5,11,0.89171974522293,0.839,0.89171974522293,,0.8313782991202345,0.89171974522293,0.89171974522293,0.8911042504166594,0.8350942230460303,,0.8274835737104246,0.2515273334539837,0.936400293255132
XGBoost,8,5,11,0.8503184713375797,0.7743072113601441,0.8503184713375797,,0.8162878787878788,0.8503184713375797,0.8503184713375797,0.8556213724548575,0.7912795055652199,,0.7542660051681254,0.32329121952053647,0.9230510752688172
XGBoost_r194,8,5,11,0.856687898089172,0.7824131430110424,0.856687898089172,,0.8203201368523949,0.856687898089172,0.856687898089172,0.8611836029210145,0.7982437352752196,,0.7593394764435863,0.31496594515638343,0.9252199413489736
